#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 520600      4.89e-01      3.64e-04      2.03e-01    2.4e-05
 520700      4.90e-01      1.39e-04      2.03e-01    2.4e-05
 520800      2.04e-01      1.16e-06      8.47e-02    2.4e-05
 520900      6.36e-01      4.24e-04      2.63e-01    2.4e-05
 521000      3.13e-01      7.65e-05      1.30e-01    2.4e-05
 521100      5.36e-01      1.95e-03      2.17e-01    2.4e-05
 521200      2.55e-01      5.76e-04      1.05e-01    2.4e-05
 521300      5.12e-01      1.53e-03      2.09e-01    2.4e-05
 521400      5.58e-01      5.05e-04      2.31e-01    2.4e-05
 521500      2.38e-01      3.27e-04      9.87e-02    2.4e-05
 521600      4.96e-01      2.74e-05      2.06e-01    2.4e-05
 521700      2.56e-01      8.64e-04      1.05e-01    2.4e-05
 521800      2.04e-01      8.41e-04      8.34e-02    2.4e-05
 521900      4.66e-01      6.86e-04      1.92e-01    2.4e-05
 522000      2.01e-01      1.30e-03      8.07e-02    2.4e-05
 522100      4.81e-01      1.02e-03      1.98e-01    2.4e-05
 522200      2.29e-01      2.55e-03      8.55e-02    2.4e-05
 522300      2.17e-01      9.15e-04      8.87e-02    2.4e-05
 522400      5.06e-01      1.40e-03      2.07e-01    2.4e-05
 522500      2.40e-01      8.21e-04      9.85e-02    2.4e-05
 522600      4.72e-01      1.76e-04      1.96e-01    2.4e-05
 522700      4.96e-01      1.07e-03      2.04e-01    2.4e-05
 522800      2.13e-01      6.64e-04      8.78e-02    2.4e-05
 522900      5.56e-01      6.44e-04      2.30e-01    2.4e-05
 523000      4.96e-01      2.23e-03      1.98e-01    2.4e-05
 523100      1.91e-01      1.09e-03      7.72e-02    2.4e-05
 523200      4.59e-01      3.75e-04      1.90e-01    2.4e-05
 523300      5.53e-01      1.27e-03      2.27e-01    2.4e-05
 523400      2.41e-01      5.31e-04      9.97e-02    2.4e-05
 523500      4.98e-01      4.59e-04      2.06e-01    2.4e-05
 523600      4.97e-01      7.22e-04      2.05e-01    2.4e-05
 523700      5.66e-01      1.20e-03      2.33e-01    2.4e-05
 523800      2.01e-01      6.51e-04      8.28e-02    2.4e-05
 523900      4.47e-01      1.22e-03      1.83e-01    2.4e-05
 524000      2.65e-01      2.45e-03      1.03e-01    2.4e-05
 524100      4.90e-01      1.36e-03      2.01e-01    2.4e-05
 524200      5.41e-01      6.29e-04      2.24e-01    2.4e-05
 524300      4.87e-01      1.20e-03      2.00e-01    2.4e-05
 524400      4.79e-01      9.83e-04      1.97e-01    2.4e-05
 524500      2.62e-01      1.33e-03      1.06e-01    2.4e-05
 524600      9.63e-01      5.35e-04      3.99e-01    2.4e-05
 524700      5.11e-01      2.39e-04      2.12e-01    2.4e-05
 524800      5.35e-01      1.17e-03      2.20e-01    2.4e-05
 524900      5.03e-01      1.84e-03      2.04e-01    2.4e-05
 525000      2.48e-01      1.21e-03      1.03e-01    2.3e-05
 525100      2.48e-01      1.29e-03      1.03e-01    2.3e-05
 525200      4.65e-01      2.84e-04      1.97e-01    2.3e-05
 525300      4.79e-01      3.38e-04      2.03e-01    2.3e-05
 525400      2.52e-01      6.63e-04      1.06e-01    2.3e-05
 525500      5.05e-01      9.55e-04      2.13e-01    2.3e-05
 525600      8.52e-01      1.40e-03      3.60e-01    2.3e-05
 525700      5.79e-01      5.20e-04      2.45e-01    2.3e-05
 525800      4.74e-01      8.00e-04      2.00e-01    2.3e-05
 525900      6.39e-01      9.78e-04      2.69e-01    2.3e-05
 526000      4.78e-01      1.00e-03      2.01e-01    2.3e-05
 526100      4.88e-01      2.30e-04      2.06e-01    2.3e-05
 526200      2.85e-01      4.72e-04      1.21e-01    2.3e-05
 526300      5.06e-01      2.92e-03      2.02e-01    2.3e-05
 526400      5.05e-01      1.00e-04      2.14e-01    2.3e-05
 526500      2.63e-01      1.13e-03      1.10e-01    2.3e-05
 526600      7.86e-01      3.56e-04      3.33e-01    2.3e-05
 526700      4.80e-01      3.17e-05      2.03e-01    2.3e-05
 526800      1.98e-01      3.07e-06      8.40e-02    2.3e-05
 526900      5.01e-01      1.18e-04      2.12e-01    2.3e-05
 527000      4.54e-01      8.37e-04      1.91e-01    2.3e-05
 527100      5.05e-01      5.70e-04      2.13e-01    2.3e-05
 527200      4.75e-01      7.42e-04      2.00e-01    2.3e-05
 527300      2.43e-01      1.57e-03      9.94e-02    2.3e-05
 527400      4.62e-01      5.40e-04      1.95e-01    2.3e-05
 527500      2.34e-01      4.18e-04      9.87e-02    2.3e-05
 527600      4.80e-01      1.24e-03      2.01e-01    2.3e-05
 527700      4.82e-01      1.24e-03      2.02e-01    2.3e-05
 527800      4.59e-01      3.41e-04      1.94e-01    2.3e-05
 527900      5.26e-01      7.61e-05      2.23e-01    2.3e-05
 528000      4.66e-01      4.67e-04      1.97e-01    2.3e-05
 528100      2.36e-01      1.36e-03      9.73e-02    2.3e-05
 528200      4.92e-01      1.18e-03      2.06e-01    2.3e-05
 528300      2.86e-01      2.35e-03      1.15e-01    2.3e-05
 528400      4.85e-01      8.39e-04      2.04e-01    2.3e-05
 528500      4.89e-01      7.27e-04      2.06e-01    2.3e-05
 528600      2.54e-01      9.10e-04      1.07e-01    2.3e-05
 528700      4.87e-01      1.03e-03      2.05e-01    2.3e-05
 528800      2.35e-01      1.43e-03      9.67e-02    2.3e-05
 528900      4.92e-01      8.04e-04      2.08e-01    2.3e-05
 529000      2.88e-01      1.48e-04      1.22e-01    2.3e-05
 529100      5.12e-01      9.21e-04      2.16e-01    2.3e-05
 529200      2.11e-01      1.58e-03      8.56e-02    2.3e-05
 529300      5.70e-01      1.86e-03      2.37e-01    2.3e-05
 529400      5.02e-01      4.76e-04      2.12e-01    2.3e-05
 529500      4.73e-01      5.37e-04      2.00e-01    2.3e-05
 529600      2.68e-01      7.98e-04      1.13e-01    2.3e-05
 529700      1.89e-01      7.32e-04      7.90e-02    2.3e-05
 529800      5.20e-01      6.52e-05      2.20e-01    2.3e-05
 529900      5.31e-01      1.69e-04      2.25e-01    2.3e-05
 530000      8.91e-01      1.28e-04      3.85e-01    2.2e-05
 530100      4.88e-01      5.33e-04      2.11e-01    2.2e-05
 530200      2.00e-01      1.68e-03      8.18e-02    2.2e-05
 530300      2.17e-01      1.92e-03      8.82e-02    2.2e-05
 530400      2.07e-01      1.26e-03      8.69e-02    2.2e-05
 530500      2.46e-01      1.73e-03      1.02e-01    2.2e-05
 530600      4.41e-01      8.15e-04      1.90e-01    2.2e-05
 530700      2.65e-01      1.98e-04      1.15e-01    2.2e-05
 530800      4.73e-01      2.50e-04      2.04e-01    2.2e-05
 530900      4.67e-01      3.14e-04      2.02e-01    2.2e-05
 531000      4.68e-01      6.26e-04      2.02e-01    2.2e-05
 531100      1.92e-01      8.90e-04      8.16e-02    2.2e-05
 531200      4.91e-01      1.31e-03      2.10e-01    2.2e-05
 531300      4.81e-01      5.37e-04      2.08e-01    2.2e-05
 531400      2.25e-01      4.64e-04      9.70e-02    2.2e-05
 531500      8.30e-01      7.61e-04      3.59e-01    2.2e-05
 531600      5.49e-01      1.41e-03      2.35e-01    2.2e-05
 531700      8.93e-01      1.94e-03      3.85e-01    2.2e-05
 531800      5.37e-01      4.87e-04      2.32e-01    2.2e-05
 531900      6.42e-01      3.69e-03      2.62e-01    2.2e-05
 532000      5.42e-01      2.57e-04      2.34e-01    2.2e-05
 532100      4.98e-01      7.62e-04      2.14e-01    2.2e-05
 532200      4.70e-01      1.28e-03      2.01e-01    2.2e-05
 532300      2.96e-01      1.57e-03      1.25e-01    2.2e-05
 532400      1.94e-01      1.94e-04      8.40e-02    2.2e-05
 532500      3.25e-01      2.66e-03      1.33e-01    2.2e-05
 532600      4.61e-01      8.75e-04      1.98e-01    2.2e-05
 532700      4.95e-01      1.34e-03      2.11e-01    2.2e-05
 532800      2.23e-01      1.64e-04      9.64e-02    2.2e-05
 532900      4.93e-01      6.29e-04      2.12e-01    2.2e-05
 533000      5.52e-01      1.67e-03      2.35e-01    2.2e-05
 533100      1.93e-01      7.52e-04      8.27e-02    2.2e-05
 533200      5.35e-01      5.47e-04      2.31e-01    2.2e-05
 533300      2.28e-01      3.08e-04      9.84e-02    2.2e-05
 533400      4.98e-01      1.26e-03      2.13e-01    2.2e-05
 533500      4.91e-01      1.15e-03      2.10e-01    2.2e-05
 533600      4.82e-01      8.07e-04      2.08e-01    2.2e-05
 533700      4.18e-01      3.32e-04      1.80e-01    2.2e-05
 533800      5.14e-01      8.97e-04      2.21e-01    2.2e-05
 533900      4.10e-01      1.24e-04      1.77e-01    2.2e-05
 534000      7.96e-01      9.71e-04      3.44e-01    2.2e-05
 534100      2.32e-01      8.70e-04      9.93e-02    2.2e-05
 534200      4.80e-01      1.21e-03      2.05e-01    2.2e-05
 534300      2.30e-01      2.05e-04      9.95e-02    2.2e-05
 534400      2.35e-01      2.62e-04      1.01e-01    2.2e-05
 534500      4.56e-01      1.14e-03      1.95e-01    2.2e-05
 534600      1.74e-01      9.56e-04      7.37e-02    2.2e-05
 534700      4.85e-01      4.09e-04      2.09e-01    2.2e-05
 534800      1.89e-01      1.03e-04      8.16e-02    2.2e-05
 534900      1.98e-01      1.10e-03      8.35e-02    2.2e-05
 535000      4.97e-01      1.26e-04      2.19e-01    2.1e-05
 535100      2.88e-01      3.60e-04      1.27e-01    2.1e-05
 535200      4.47e-01      9.73e-04      1.96e-01    2.1e-05
 535300      5.28e-01      2.46e-03      2.24e-01    2.1e-05
 535400      4.56e-01      1.20e-03      1.99e-01    2.1e-05
 535500      4.57e-01      2.89e-04      2.02e-01    2.1e-05
 535600      5.09e-01      4.69e-04      2.25e-01    2.1e-05
 535700      4.88e-01      2.49e-04      2.15e-01    2.1e-05
 535800      4.70e-01      6.00e-04      2.07e-01    2.1e-05
 535900      2.28e-01      2.29e-04      1.00e-01    2.1e-05
 536000      4.66e-01      4.74e-04      2.06e-01    2.1e-05
 536100      2.24e-01      4.36e-04      9.87e-02    2.1e-05
 536200      4.88e-01      1.54e-04      2.15e-01    2.1e-05
 536300      2.24e-01      4.52e-04      9.86e-02    2.1e-05
 536400      4.58e-01      1.15e-03      2.00e-01    2.1e-05
 536500      4.27e-01      8.21e-05      1.88e-01    2.1e-05
 536600      2.42e-01      1.18e-03      1.05e-01    2.1e-05
 536700      5.46e-01      9.63e-06      2.41e-01    2.1e-05
 536800      1.89e-01      3.50e-04      8.30e-02    2.1e-05
 536900      1.71e-01      2.56e-04      7.54e-02    2.1e-05
 537000      2.65e-01      2.73e-04      1.17e-01    2.1e-05
 537100      4.62e-01      6.52e-04      2.03e-01    2.1e-05
 537200      7.85e-01      5.53e-04      3.47e-01    2.1e-05
 537300      4.84e-01      3.92e-04      2.13e-01    2.1e-05
 537400      4.30e-01      7.71e-04      1.89e-01    2.1e-05
 537500      3.18e-01      6.08e-03      9.29e-02    2.1e-05
 537600      1.95e-01      3.93e-04      8.59e-02    2.1e-05
 537700      4.94e-01      1.36e-03      2.15e-01    2.1e-05
 537800      2.11e-01      7.54e-04      9.20e-02    2.1e-05
 537900      2.19e-01      2.13e-03      8.95e-02    2.1e-05
 538000      4.44e-01      1.36e-04      1.96e-01    2.1e-05
 538100      4.96e-01      3.40e-04      2.19e-01    2.1e-05
 538200      4.48e-01      1.11e-04      1.98e-01    2.1e-05
 538300      4.74e-01      1.16e-03      2.07e-01    2.1e-05
 538400      7.88e-01      6.60e-04      3.48e-01    2.1e-05
 538500      9.09e-01      2.68e-03      4.00e-01    2.1e-05
 538600      4.85e-01      3.89e-04      2.14e-01    2.1e-05
 538700      4.55e-01      4.00e-05      2.01e-01    2.1e-05
 538800      5.05e-01      1.16e-03      2.21e-01    2.1e-05
 538900      5.57e-01      1.67e-04      2.46e-01    2.1e-05
 539000      4.35e-01      1.30e-05      1.92e-01    2.1e-05
 539100      4.78e-01      7.80e-04      2.10e-01    2.1e-05
 539200      4.61e-01      8.16e-05      2.04e-01    2.1e-05
 539300      4.47e-01      1.06e-03      1.95e-01    2.1e-05
 539400      4.65e-01      1.02e-03      2.04e-01    2.1e-05
 539500      4.43e-01      1.32e-03      1.93e-01    2.1e-05
 539600      4.43e-01      1.70e-04      1.96e-01    2.1e-05
 539700      1.92e-01      6.94e-04      8.39e-02    2.1e-05
 539800      4.65e-01      6.33e-04      2.05e-01    2.1e-05
 539900      2.12e-01      5.49e-05      9.37e-02    2.1e-05
 540000      2.07e-01      5.31e-04      9.29e-02    2.0e-05
 540100      4.78e-01      2.38e-03      2.06e-01    2.0e-05
 540200      4.53e-01      1.73e-04      2.04e-01    2.0e-05
 540300      1.78e-01      1.49e-03      7.59e-02    2.0e-05
 540400      2.26e-01      5.50e-05      1.02e-01    2.0e-05
 540500      4.76e-01      1.11e-03      2.13e-01    2.0e-05
 540600      4.72e-01      4.54e-04      2.12e-01    2.0e-05
 540700      1.93e-01      1.42e-03      8.32e-02    2.0e-05
 540800      2.40e-01      1.28e-05      1.08e-01    2.0e-05
 540900      5.23e-01      1.22e-03      2.34e-01    2.0e-05
 541000      1.82e-01      5.15e-04      8.14e-02    2.0e-05
 541100      4.96e-01      5.38e-05      2.24e-01    2.0e-05
 541200      4.92e-01      9.05e-04      2.20e-01    2.0e-05
 541300      8.64e-01      8.05e-04      3.89e-01    2.0e-05
 541400      1.89e-01      1.00e-03      8.32e-02    2.0e-05
 541500      4.11e-01      1.63e-05      1.85e-01    2.0e-05
 541600      4.59e-01      1.80e-04      2.07e-01    2.0e-05
 541700      5.14e-01      8.95e-04      2.30e-01    2.0e-05
 541800      2.19e-01      1.03e-03      9.71e-02    2.0e-05
 541900      2.02e-01      1.54e-03      8.68e-02    2.0e-05
 542000      2.11e-01      1.72e-03      9.02e-02    2.0e-05
 542100      4.54e-01      9.87e-04      2.03e-01    2.0e-05
 542200      1.88e-01      2.64e-05      8.48e-02    2.0e-05
 542300      1.80e-01      7.51e-04      8.00e-02    2.0e-05
 542400      4.49e-01      1.79e-03      1.97e-01    2.0e-05
 542500      4.69e-01      1.50e-04      2.12e-01    2.0e-05
 542600      2.21e-01      4.94e-04      9.93e-02    2.0e-05
 542700      2.41e-01      3.76e-04      1.08e-01    2.0e-05
 542800      5.16e-01      8.00e-04      2.31e-01    2.0e-05
 542900      2.47e-01      9.56e-04      1.10e-01    2.0e-05
 543000      4.67e-01      3.58e-04      2.10e-01    2.0e-05
 543100      4.63e-01      7.37e-04      2.08e-01    2.0e-05
 543200      4.62e-01      2.38e-03      1.99e-01    2.0e-05
 543300      1.80e-01      1.57e-04      8.10e-02    2.0e-05
 543400      4.53e-01      5.62e-04      2.03e-01    2.0e-05
 543500      2.29e-01      1.44e-03      1.00e-01    2.0e-05
 543600      4.73e-01      1.36e-03      2.10e-01    2.0e-05
 543700      2.63e-01      2.47e-03      1.10e-01    2.0e-05
 543800      4.49e-01      1.39e-03      1.99e-01    2.0e-05
 543900      4.65e-01      4.23e-05      2.09e-01    2.0e-05
 544000      2.29e-01      1.11e-03      1.01e-01    2.0e-05
 544100      8.79e-01      2.97e-03      3.94e-01    2.0e-05
 544200      4.41e-01      1.94e-04      1.99e-01    2.0e-05
 544300      4.91e-01      4.32e-04      2.21e-01    2.0e-05
 544400      5.04e-01      5.52e-04      2.27e-01    2.0e-05
 544500      2.51e-01      6.68e-04      1.12e-01    2.0e-05
 544600      4.74e-01      3.81e-04      2.13e-01    2.0e-05
 544700      1.79e-01      1.43e-04      8.06e-02    2.0e-05
 544800      2.16e-01      3.25e-05      9.72e-02    2.0e-05
 544900      4.40e-01      9.62e-04      1.96e-01    2.0e-05
 545000      4.32e-01      8.40e-04      1.97e-01    1.9e-05
 545100      4.38e-01      3.75e-04      2.01e-01    1.9e-05
 545200      2.01e-01      6.00e-04      9.17e-02    1.9e-05
 545300      2.53e-01      8.42e-04      1.15e-01    1.9e-05
 545400      4.24e-01      3.86e-05      1.95e-01    1.9e-05
 545500      1.76e-01      6.50e-04      7.99e-02    1.9e-05
 545600      4.55e-01      2.17e-04      2.09e-01    1.9e-05
 545700      4.35e-01      1.01e-03      1.98e-01    1.9e-05
 545800      4.30e-01      1.47e-04      1.98e-01    1.9e-05
 545900      4.90e-01      1.47e-03      2.22e-01    1.9e-05
 546000      4.57e-01      1.46e-03      2.06e-01    1.9e-05
 546100      4.41e-01      1.43e-03      1.99e-01    1.9e-05
 546200      4.20e-01      1.77e-03      1.87e-01    1.9e-05
 546300      4.44e-01      1.31e-03      2.01e-01    1.9e-05
 546400      2.37e-01      2.10e-05      1.09e-01    1.9e-05
 546500      2.62e-01      4.03e-04      1.20e-01    1.9e-05
 546600      2.31e-01      6.67e-04      1.06e-01    1.9e-05
 546700      5.05e-01      8.78e-04      2.31e-01    1.9e-05
 546800      4.78e-01      8.80e-04      2.18e-01    1.9e-05
 546900      4.29e-01      1.04e-03      1.95e-01    1.9e-05
 547000      4.20e-01      2.33e-04      1.93e-01    1.9e-05
 547100      4.91e-01      2.91e-04      2.26e-01    1.9e-05
 547200      4.81e-01      5.12e-04      2.21e-01    1.9e-05
 547300      5.15e-01      2.04e-03      2.30e-01    1.9e-05
 547400      4.34e-01      6.45e-04      1.99e-01    1.9e-05
 547500      4.19e-01      5.69e-04      1.92e-01    1.9e-05
 547600      6.04e-01      2.86e-03      2.67e-01    1.9e-05
 547700      4.30e-01      8.60e-04      1.96e-01    1.9e-05
 547800      4.31e-01      3.66e-04      1.98e-01    1.9e-05
 547900      4.40e-01      2.27e-04      2.02e-01    1.9e-05
 548000      4.38e-01      1.44e-04      2.01e-01    1.9e-05
 548100      4.47e-01      1.85e-04      2.06e-01    1.9e-05
 548200      4.65e-01      4.18e-04      2.13e-01    1.9e-05
 548300      4.64e-01      2.72e-04      2.13e-01    1.9e-05
 548400      4.22e-01      2.77e-04      1.94e-01    1.9e-05
 548500      4.44e-01      9.95e-04      2.03e-01    1.9e-05
 548600      1.90e-01      5.12e-04      8.68e-02    1.9e-05
 548700      4.62e-01      8.34e-04      2.11e-01    1.9e-05
 548800      4.43e-01      7.17e-04      2.03e-01    1.9e-05
 548900      4.41e-01      5.38e-04      2.02e-01    1.9e-05
 549000      4.51e-01      2.76e-04      2.07e-01    1.9e-05
 549100      4.40e-01      9.53e-04      2.01e-01    1.9e-05
 549200      4.42e-01      2.58e-04      2.03e-01    1.9e-05
 549300      4.41e-01      8.67e-04      2.01e-01    1.9e-05
 549400      2.61e-01      4.82e-05      1.20e-01    1.9e-05
 549500      4.48e-01      1.94e-03      1.99e-01    1.9e-05
 549600      4.62e-01      1.97e-04      2.13e-01    1.9e-05
 549700      1.85e-01      3.39e-04      8.47e-02    1.9e-05
 549800      2.59e-01      1.94e-03      1.14e-01    1.9e-05
 549900      4.38e-01      1.77e-04      2.01e-01    1.9e-05
 550000      4.48e-01      1.47e-03      2.06e-01    1.8e-05
 550100      1.83e-01      6.68e-04      8.51e-02    1.8e-05
 550200      4.55e-01      1.34e-04      2.14e-01    1.8e-05
 550300      4.38e-01      8.92e-04      2.04e-01    1.8e-05
 550400      4.15e-01      7.30e-04      1.94e-01    1.8e-05
 550500      2.20e-01      6.84e-04      1.03e-01    1.8e-05
 550600      1.77e-01      5.04e-04      8.25e-02    1.8e-05
 550700      4.24e-01      4.90e-04      1.99e-01    1.8e-05
 550800      4.70e-01      3.17e-04      2.20e-01    1.8e-05
 550900      5.08e-01      2.12e-03      2.31e-01    1.8e-05
 551000      4.28e-01      3.68e-04      2.01e-01    1.8e-05
 551100      2.20e-01      9.69e-04      1.02e-01    1.8e-05
 551200      1.87e-01      6.08e-04      8.69e-02    1.8e-05
 551300      2.24e-01      5.63e-04      1.05e-01    1.8e-05
 551400      1.99e-01      8.57e-04      9.20e-02    1.8e-05
 551500      4.72e-01      1.24e-03      2.19e-01    1.8e-05
 551600      2.05e-01      1.09e-04      9.60e-02    1.8e-05
 551700      4.39e-01      6.51e-04      2.05e-01    1.8e-05
 551800      4.85e-01      7.65e-04      2.27e-01    1.8e-05
 551900      4.68e-01      7.37e-04      2.19e-01    1.8e-05
 552000      2.49e-01      1.33e-03      1.14e-01    1.8e-05
 552100      4.23e-01      1.62e-04      1.99e-01    1.8e-05
 552200      4.12e-01      6.72e-04      1.93e-01    1.8e-05
 552300      4.73e-01      8.39e-04      2.21e-01    1.8e-05
 552400      4.72e-01      1.02e-03      2.20e-01    1.8e-05
 552500      1.82e-01      9.48e-04      8.38e-02    1.8e-05
 552600      4.26e-01      9.35e-04      1.98e-01    1.8e-05
 552700      4.50e-01      5.04e-04      2.11e-01    1.8e-05
 552800      4.40e-01      2.12e-04      2.06e-01    1.8e-05
 552900      4.34e-01      3.07e-04      2.04e-01    1.8e-05
 553000      4.56e-01      9.33e-04      2.13e-01    1.8e-05
 553100      4.50e-01      8.24e-04      2.10e-01    1.8e-05
 553200      4.43e-01      4.56e-04      2.08e-01    1.8e-05
 553300      4.24e-01      2.00e-03      1.91e-01    1.8e-05
 553400      4.39e-01      8.64e-04      2.05e-01    1.8e-05
 553500      1.92e-01      1.35e-03      8.68e-02    1.8e-05
 553600      2.25e-01      1.24e-03      1.03e-01    1.8e-05
 553700      4.42e-01      1.43e-03      2.04e-01    1.8e-05
 553800      2.53e-01      8.28e-04      1.18e-01    1.8e-05
 553900      4.23e-01      8.77e-04      1.97e-01    1.8e-05
 554000      2.01e-01      9.01e-04      9.30e-02    1.8e-05
 554100      1.81e-01      3.54e-04      8.48e-02    1.8e-05
 554200      2.22e-01      4.76e-04      1.04e-01    1.8e-05
 554300      1.80e-01      2.24e-04      8.43e-02    1.8e-05
 554400      4.84e-01      8.92e-04      2.26e-01    1.8e-05
 554500      4.42e-01      7.83e-04      2.06e-01    1.8e-05
 554600      2.57e-01      2.42e-03      1.12e-01    1.8e-05
 554700      2.08e-01      4.31e-04      9.73e-02    1.8e-05
 554800      4.33e-01      9.59e-06      2.03e-01    1.8e-05
 554900      5.30e-01      2.23e-03      2.41e-01    1.8e-05
 555000      4.06e-01      1.09e-03      1.92e-01    1.7e-05
 555100      4.09e-01      2.29e-04      1.96e-01    1.7e-05
 555200      2.25e-01      3.69e-04      1.07e-01    1.7e-05
 555300      3.98e-01      2.09e-04      1.91e-01    1.7e-05
 555400      4.57e-01      4.22e-05      2.19e-01    1.7e-05
 555500      4.55e-01      1.79e-03      2.12e-01    1.7e-05
 555600      8.35e-01      3.83e-03      3.96e-01    1.7e-05
 555700      2.45e-01      8.95e-04      1.16e-01    1.7e-05
 555800      4.14e-01      9.04e-04      1.97e-01    1.7e-05
 555900      5.06e-01      9.02e-04      2.41e-01    1.7e-05
 556000      4.22e-01      1.14e-04      2.02e-01    1.7e-05
 556100      2.01e-01      1.64e-04      9.63e-02    1.7e-05
 556200      1.89e-01      7.60e-04      8.94e-02    1.7e-05
 556300      4.78e-01      5.98e-04      2.28e-01    1.7e-05
 556400      4.34e-01      2.29e-03      1.98e-01    1.7e-05
 556500      2.25e-01      1.84e-03      1.02e-01    1.7e-05
 556600      1.84e-01      4.55e-04      8.75e-02    1.7e-05
 556700      4.45e-01      7.77e-04      2.12e-01    1.7e-05
 556800      2.18e-01      1.69e-04      1.04e-01    1.7e-05
 556900      4.18e-01      1.87e-04      2.00e-01    1.7e-05
 557000      4.30e-01      1.37e-03      2.02e-01    1.7e-05
 557100      1.86e-01      5.65e-04      8.84e-02    1.7e-05
 557200      4.51e-01      3.10e-04      2.16e-01    1.7e-05
 557300      4.58e-01      3.83e-04      2.19e-01    1.7e-05
 557400      4.42e-01      1.16e-04      2.12e-01    1.7e-05
 557500      1.80e-01      6.30e-05      8.62e-02    1.7e-05
 557600      4.42e-01      1.30e-04      2.12e-01    1.7e-05
 557700      7.88e-01      2.43e-03      3.76e-01    1.7e-05
 557800      1.84e-01      5.94e-04      8.73e-02    1.7e-05
 557900      4.20e-01      2.42e-04      2.01e-01    1.7e-05
 558000      4.17e-01      1.09e-05      2.00e-01    1.7e-05
 558100      2.42e-01      2.93e-04      1.15e-01    1.7e-05
 558200      5.01e-01      3.42e-04      2.39e-01    1.7e-05
 558300      4.37e-01      8.14e-04      2.08e-01    1.7e-05
 558400      2.51e-01      1.07e-03      1.18e-01    1.7e-05
 558500      4.18e-01      4.28e-04      2.00e-01    1.7e-05
 558600      4.09e-01      1.62e-03      1.90e-01    1.7e-05
 558700      4.24e-01      8.50e-04      2.02e-01    1.7e-05
 558800      4.15e-01      1.60e-04      1.99e-01    1.7e-05
 558900      4.16e-01      4.52e-04      1.99e-01    1.7e-05
 559000      2.35e-01      5.30e-04      1.12e-01    1.7e-05
 559100      4.05e-01      7.88e-04      1.93e-01    1.7e-05
 559200      1.75e-01      1.02e-03      8.15e-02    1.7e-05
 559300      4.06e-01      4.03e-04      1.94e-01    1.7e-05
 559400      4.44e-01      7.11e-04      2.12e-01    1.7e-05
 559500      2.07e-01      9.04e-04      9.76e-02    1.7e-05
 559600      1.83e-01      1.50e-03      8.30e-02    1.7e-05
 559700      2.80e-01      3.19e-04      1.34e-01    1.7e-05
 559800      3.94e-01      4.28e-04      1.88e-01    1.7e-05
 559900      4.33e-01      5.06e-04      2.07e-01    1.7e-05
 560000      4.51e-01      1.61e-03      2.16e-01    1.6e-05
 560100      4.28e-01      5.04e-04      2.09e-01    1.6e-05
 560200      2.28e-01      6.01e-04      1.11e-01    1.6e-05
 560300      4.48e-01      8.43e-04      2.17e-01    1.6e-05
 560400      4.13e-01      1.16e-04      2.01e-01    1.6e-05
 560500      3.98e-01      7.02e-05      1.95e-01    1.6e-05
 560600      4.27e-01      4.40e-04      2.08e-01    1.6e-05
 560700      4.63e-01      4.55e-04      2.26e-01    1.6e-05
 560800      4.73e-01      1.43e-03      2.27e-01    1.6e-05
 560900      4.13e-01      9.49e-04      2.00e-01    1.6e-05
 561000      4.83e-01      5.93e-04      2.35e-01    1.6e-05
 561100      4.16e-01      1.80e-03      1.96e-01    1.6e-05
 561200      3.74e-01      5.33e-04      1.82e-01    1.6e-05
 561300      4.21e-01      9.94e-04      2.04e-01    1.6e-05
 561400      4.57e-01      1.49e-04      2.23e-01    1.6e-05
 561500      4.44e-01      1.60e-04      2.17e-01    1.6e-05
 561600      1.52e-01      2.11e-04      7.41e-02    1.6e-05
 561700      4.07e-01      1.02e-03      1.97e-01    1.6e-05
 561800      3.83e-01      1.41e-03      1.83e-01    1.6e-05
 561900      4.24e-01      4.35e-05      2.07e-01    1.6e-05
 562000      4.30e-01      4.33e-04      2.10e-01    1.6e-05
 562100      2.15e-01      2.59e-03      9.23e-02    1.6e-05
 562200      4.44e-01      2.04e-03      2.09e-01    1.6e-05
 562300      4.30e-01      1.14e-04      2.10e-01    1.6e-05
 562400      4.30e-01      6.46e-05      2.10e-01    1.6e-05
 562500      4.32e-01      4.07e-04      2.10e-01    1.6e-05
 562600      2.71e-01      5.06e-04      1.32e-01    1.6e-05
 562700      4.53e-01      2.91e-04      2.21e-01    1.6e-05
 562800      4.20e-01      2.68e-04      2.05e-01    1.6e-05
 562900      1.66e-01      7.71e-04      7.98e-02    1.6e-05
 563000      2.31e-01      3.17e-04      1.12e-01    1.6e-05
 563100      4.51e-01      1.44e-03      2.16e-01    1.6e-05
 563200      4.33e-01      9.62e-04      2.09e-01    1.6e-05
 563300      4.18e-01      8.87e-04      2.02e-01    1.6e-05
 563400      4.37e-01      4.64e-04      2.13e-01    1.6e-05
 563500      4.50e-01      2.72e-03      2.06e-01    1.6e-05
 563600      4.80e-01      9.05e-04      2.33e-01    1.6e-05
 563700      4.30e-01      8.17e-04      2.09e-01    1.6e-05
 563800      4.16e-01      1.06e-03      2.01e-01    1.6e-05
 563900      2.25e-01      1.86e-04      1.10e-01    1.6e-05
 564000      4.39e-01      9.90e-04      2.13e-01    1.6e-05
 564100      7.49e-01      2.58e-03      3.64e-01    1.6e-05
